site_id,sitename,district,is_school,school_code,district_code
1,1ST SAMOAN CONGREGATIONAL CHURCH,,0,,
2,37 ECB,,,,
3,64 DEGREES,,,,
4,A.B & JESSIE POLINSKY CHILDREN'S CENTER,,0,,
5,ABBY REINKE YOUTH CENTER,,0,,
6,ABRAXAS CONTINUATION HIGH,POWAY UNIFIED,1,3735842,68296
7,ACADEMY OF ARTS AND SCIENCES,MOUNTAIN EMPIRE UNIFIED,1,127084,68213
8,ACADEMY OF ARTS AND SCIENCES: DEL MAR ELEMENTARY (K-5),MOUNTAIN EMPIRE UNIFIED,1,127068,68213
9,ACADEMY OF ARTS AND SCIENCES: DEL MAR MIDDLE & HIGH (6-12),MOUNTAIN EMPIRE UNIFIED,1,127084,68213
10,ACADEMY OF ARTS AND SCIENCES: EL CAJON ELEMENTARY (K-5),MOUNTAIN EMPIRE UNIFIED,1,127035,68213
11,ACADEMY OF ARTS AND SCIENCES: EL CAJON MIDDLE AND HIGH (6-12),MOUNTAIN EMPIRE UNIFIED,1,127050,68213
12,ADA W. HARRIS ELEMENTARY,CARDIFF ELEMENTARY,1,6037758,68007
13,ADAMS ELEMENTARY,SAN DIEGO UNIFIED,1,6039101,68338
14,ADAMS REC CENTER,,0,,
15,ADMIRAL HARTMAN CYP,,0,,
16,ADOBE BLUFFS ELEMENTARY,POWAY UNIFIED,1,6110878,68296
17,AL RAHMA LEARNING CENTER,,,,
18,ALAMOSA PARK ELEMENTARY,VISTA UNIFIED,1,6107031,68452
19,ALBA,,1,3731130,68338
20,ALBA-ANNEX,SAN DIEGO UNIFIED,1,,
21,ALBERT EINSTEIN ACADEMY CHARTER ELEMENTARY,SAN DIEGO UNIFIED,1,6120935,68338
22,ALBERT EINSTEIN ACADEMY CHARTER MIDDLE,SAN DIEGO UNIFIED,1,111898,68338
23,ALBERT EINSTEIN ACADEMY ELEMENTARY,,1,,
24,"ALBERT EINSTEIN ACADEMY FOR LETTERS, ARTS & SCIENCES - AGUA DULC",,1,,
25,"ALBERT EINSTEIN ACADEMY FOR LETTERS, ARTS & SCIENCES - ODYSSEY",,1,,
26,"ALBERT EINSTEIN ACADEMY FOR LETTERS, ARTS AND SCIENCES",,1,,
27,ALCOTT ELEMENTARY,SAN DIEGO UNIFIED,1,6039119,68338
28,ALL TRIBES CHARTER,WARNER UNIFIED,1,6119275,75416
29,ALL TRIBES ELEMENTARY CHARTER,WARNER UNIFIED,1,122796,75416
30,ALLEN (ELLA B.) ELEMENTARY,CHULA VISTA ELEMENTARY,1,6037832,68023
31,ALLIED GARDENS PARK & REC,,0,,
32,ALPINE COMMUNITY DAY,ALPINE UNION ELEMENTARY,1,,
33,ALPINE ELEMENTARY,ALPINE UNION ELEMENTARY,1,6037519,67967
34,ALTA VISTA ACADEMY,SWEETWATER UNION HIGH,1,3731460,68411
35,ALTA VISTA HIGH (CONTINUATION),VISTA UNIFIED,1,3732039,68452
36,ALVIN M. DUNN ELEMENTARY,SAN MARCOS UNIFIED,1,6039069,73791
37,AMERICA'S FINEST CHARTER,SAN DIEGO UNIFIED,1,136663,68338
38,AMERICA'S FINEST CHARTER HIGH,SAN DIEGO UNIFIED,1,,
39,ANGIER ELEMENTARY,SAN DIEGO UNIFIED,1,6039135,68338
40,ANZA ELEMENTARY,CAJON VALLEY UNION,1,6037568,67991
41,ARROYO PASEO CHARTER HIGH,SAN DIEGO UNIFIED,1,114520,68338
42,ARROYO VISTA CHARTER,CHULA VISTA ELEMENTARY,1,6116859,68023
43,ASELTINE,,1,,
44,ASHLEY FALLS ELEMENTARY,DEL MAR UNION ELEMENTARY,1,6115620,68056
45,ATMOSPHERE APARTMENTS,,0,,
46,AUDEO CHARTER,SAN DIEGO UNIFIED,1,3731395,68338
47,AUDEO CHARTER II,SBE - AUDEO CHARTER II,1,134577,77032
48,AUDEO CHARTER SCHOOL III,ESCONDIDO UNION HIGH,1,137034,68106
49,AUDUBON K-8,SAN DIEGO UNIFIED,1,6039143,68338
50,AUTUMN,,1,,
51,AVIARA OAKS ELEMENTARY,CARLSBAD UNIFIED,1,6109201,73551
52,AVIARA OAKS MIDDLE,CARLSBAD UNIFIED,1,6118137,73551
53,AVOCADO ELEMENTARY,CAJON VALLEY UNION,1,6069082,67991
54,AVONDALE ELEMENTARY,LA MESA-SPRING VALLEY,1,6038400,68197
55,AVVY REINKE YOUTH CENTER,,0,,
56,AZELEA REC CENTER,,0,,
57,BAKER BRANCH,,0,,
58,BAKER ELEMENTARY,SAN DIEGO UNIFIED,1,6039150,68338
59,BALBOA CITY SCHOOL-ANNEX,,1,,
60,BALBOA ELEMENTARY,SAN DIEGO UNIFIED,1,6039168,68338
61,BALBOA MORLEY FIELD SPORTS COMPLEX,,0,,
62,BALDERRAMA COMMUNITY CENTER,,0,,
63,BALDERRAMA PARK,,0,,
64,BALLINGTON ACADEMY FOR THE ARTS AND SCIENCES,,1,,
65,BALLINGTON ACADEMY FOR THE ARTS AND SCIENCES - SAN BERNARDINO,,1,,
66,BAME CDC,,0,,
67,BANCROFT ELEMENTARY,LA MESA-SPRING VALLEY,1,6038418,68197
68,BANDINI PRIMARY,SAN DIEGO UNIFIED,1,,
69,BARNARD ELEMENTARY,SAN DIEGO UNIFIED,1,6039184,68338
70,BARNETT ELEMENTARY,RAMONA CITY UNIFIED,1,6110720,68304
71,BARONA INDIAN CHARTER,LAKESIDE UNION ELEMENTARY,1,6120901,68189
72,BARONA RECREATION CENTER,,0,,
73,BARRETT,,,,
74,BAY PARK ELEMENTARY,SAN DIEGO UNIFIED,1,6039200,68338
75,BAY POINT PRE K,,1,,
76,BAY VIEW CYP,,0,,
77,BAYPOINT PREPARATORY ACADEMY - SAN DIEGO,SBE - BAYPOINT PREPARATORY ACADEMY SAN DIEGO,1,138099,77172
78,BAYSHORE PREPARATORY CHARTER,SAN MARCOS UNIFIED,1,109785,73791
79,BAYSIDE BLENDED COMMUNITY SCHOOL,,1,,
80,BAYSIDE COMMUNITY CENTER,,0,,
81,BAYSIDE ELEMENTARY,SOUTH BAY UNION,1,6040463,68395
82,BAYSIDE STEAM ACADEMY,SOUTH BAY UNION,1,6040463,68395
83,BAYVIEW CDC,,0,,
84,BEACON CLASSICAL ACADEMY ELEMENTARY CHARTER,JULIAN UNION ELEMENTARY,1,130815,68163
85,BEACON CLASSICAL ACADEMY NATIONAL CITY,NATIONAL ELEMENTARY,1,132621,68221
86,BEAR VALLEY MIDDLE,ESCONDIDO UNION,1,102590,68098
87,BEAUMONT ELEMENTARY,VISTA UNIFIED,1,6040588,68452
88,BELL MIDDLE,SAN DIEGO UNIFIED,1,6059588,68338
89,BELLA MENTE MONTESSORI ACADEMY,VISTA UNIFIED,1,128223,68452
90,BENCHLEY/WEINBERGER ELEMENTARY,SAN DIEGO UNIFIED,1,6040299,68338
91,BERNARDO ELEMENTARY,ESCONDIDO UNION,1,107870,68098
92,BERNARDO HEIGHTS MIDDLE,POWAY UNIFIED,1,6107460,68296
93,BERRY STREET PARK,,0,,
94,BEST SUMMER BRIDGE 2010,,0,,
95,BETHUNE K-8,SAN DIEGO UNIFIED,1,6106173,68338
96,BGC KUMEYAAY NATION,,,,
97,BGCSC- CHULA VISTA BRANCH,,0,,
98,BIRD ROCK ELEMENTARY,SAN DIEGO UNIFIED,1,6039242,68338
99,BIRNEY ELEMENTARY,SAN DIEGO UNIFIED,1,6039259,68338
100,BLACK MOUNTAIN MIDDLE,POWAY UNIFIED,1,6093223,68296
101,BLESSED SACRAMENT ELEMENTARY,GROSSMONT UNION HIGH,1,,
102,BLESSED SACRAMENT PARISH SCHOOL,,,,
103,BLOSSOM VALLEY ELEMENTARY,CAJON VALLEY UNION,1,6112148,67991
104,BOBIER ELEMENTARY,VISTA UNIFIED,1,6040596,68452
105,BONITA VISTA MIDDLE,SWEETWATER UNION HIGH,1,6059745,68411
106,BONITA VISTA SENIOR HIGH,SWEETWATER UNION HIGH,1,3730405,68411
107,BONSALL ELEMENTARY,BONSALL UNIFIED,1,6037543,76851
108,BONSALL HIGH,BONSALL UNIFIED,1,129320,76851
109,BONSALL WEST ELEMENTARY,BONSALL UNIFIED,1,110122,76851
110,BOONE ELEMENTARY,SAN DIEGO UNIFIED,1,6039267,68338
111,BORDER VIEW YMCA,,0,,
112,BORREGO SPRINGS BRANCH LIBRARY,,0,,
113,BORREGO SPRINGS ELEMENTARY,BORREGO SPRINGS UNIFIED,1,6037550,67983
114,BORREGO SPRINGS HIGH,BORREGO SPRINGS UNIFIED,1,3730447,67983
115,BORREGO SPRINGS MIDDLE,BORREGO SPRINGS UNIFIED,1,6115315,67983
116,BOSTONIA LANGUAGE ACADEMY,CAJON VALLEY UNION,1,6037576,67991
117,BOULDER OAKS ELEMENTARY,ALPINE UNION ELEMENTARY,1,6109086,67967
118,BOYS   GIRLS CLUB OLEANDER,,0,,
119,BOYS & GIRLS CLUB,,0,,
120,BOYS & GIRLS CLUB @ LIBBY ELEMENTARY SCHOOL,,0,,
121,BOYS AND GIRLS CLUB IMPERIAL BEACH,,0,,
122,BOYS AND GIRLS CLUB OF EAST COUNTY,,0,,
123,BOYS AND GIRLS CLUB SAN MARCOS,,0,,
124,BOYS AND GIRLS CLUB SANTEE,,0,,
125,BOYS/GIRLS CLUB COUNTRY CLUB LANE,,0,,
126,BREAKING CYCLES,,1,,
127,BREEZE HILL ELEMENTARY,VISTA UNIFIED,1,6110399,68452
128,BRENGLE TERRACE RECREATION CENTER,,0,,
129,BRONNER BRANCH,,0,,
130,BROOKLYN CDC,,0,,
131,BUENA VISTA ELEMENTARY,CARLSBAD UNIFIED,1,6037774,73551
132,BURBANK ELEMENTARY,SAN DIEGO UNIFIED,1,6039283,68338
133,CABRILLO CYP,,0,,
134,CABRILLO ELEMENTARY,SAN DIEGO UNIFIED,1,6039291,68338
135,CABRILLO NATIONAL MONUMENT,,0,,
136,CADMAN ELEMENTARY,SAN DIEGO UNIFIED,1,6039309,68338
137,CADMAN RECREATION CENTER,,0,,
138,CAJON PARK ELEMENTARY,SANTEE,1,6040349,68361
139,CAJON VALLEY COMMUNITY DAY,CAJON VALLEY UNION,1,6117295,67991
140,CAJON VALLEY HOME,CAJON VALLEY UNION,1,6118319,67991
141,CAJON VALLEY MIDDLE,CAJON VALLEY UNION,1,6037584,67991
142,CALAVERA HILLS ELEMENTARY,CARLSBAD UNIFIED,1,6120711,73551
143,CALAVERA HILLS MIDDLE,CARLSBAD UNIFIED,1,107557,73551
144,CALIFORNIA ACADEMY OF SPORTS SCIENCE,DEHESA ELEMENTARY,1,136747,68049
145,CALIFORNIA AVENUE ELEMENTARY,VISTA UNIFIED,1,6040604,68452
146,CALIFORNIA PACIFIC CHARTER SCHOOL OF SAN DIEGO,WARNER UNIFIED,1,132472,75416
147,CALIFORNIA VIRTUAL ACADEMY @ SAN DIEGO,SPENCER VALLEY ELEMENTARY,1,6120893,68403
148,CALIFORNIA/SP ED,,1,,
149,CALVIN CHRISTIAN,,1,,
150,CALVIN CHRISTIAN SCHOOL -ANNEX,,1,,
151,CAMARENA (ENRIQUE S.) ELEMENTARY,CHULA VISTA ELEMENTARY,1,127431,68023
152,CAMP CUYAMACA,,0,,
153,CAMP DENVER C FOX,,0,,
154,CAMP LOCKETT MIDDLE,MOUNTAIN EMPIRE UNIFIED,1,126995,68213
155,CAMP MARSTON,,0,,
156,CAMP OLIVER,,0,,
157,CAMP PALOMAR,,0,,
158,CAMP SURF,,0,,
159,CAMPO EDUCATIONAL CENTER,,0,,
160,CAMPO EDUCATIONAL CENTER & CHILDCARE,,0,,
161,CAMPO ELEMENTARY,MOUNTAIN EMPIRE UNIFIED,1,6038681,68213
162,CAMPO HEADSTART CENTER,MOUNTIAN EMPIRE UNIFIED,,,
163,CAMPO HIGH (CONTINUATION),MOUNTAIN EMPIRE UNIFIED,1,3730934,68213
164,CANYON CREST ACADEMY,SAN DIEGUITO UNION HIGH,1,106328,68346
165,CANYON VIEW ELEMENTARY,POWAY UNIFIED,1,6106520,68296
166,CAPRI ELEMENTARY,ENCINITAS UNION ELEMENTARY,1,6066989,68080
167,CARDIFF ELEMENTARY,CARDIFF ELEMENTARY,1,6037766,68007
168,CARLSBAD ADULT TRANSITION,CARLSBAD UNIFIED,1,,
169,CARLSBAD BOYS & GIRLS CLUB,,0,,
170,CARLSBAD HIGH,CARLSBAD UNIFIED,1,3730694,73551
171,CARLSBAD SEASIDE ACADEMY,CARLSBAD UNIFIED,1,3731163,73551
172,CARLSBAD VILLAGE ACADEMY,CARLSBAD UNIFIED,1,3730017,73551
173,CARLTON HILLS ELEMENTARY,SANTEE,1,6040356,68361
174,CARLTON OAKS ELEMENTARY,SANTEE,1,6068159,68361
175,CARMEL CREEK ELEMENTARY,SOLANA BEACH ELEMENTARY,1,6112353,68387
176,CARMEL DEL MAR ELEMENTARY,DEL MAR UNION ELEMENTARY,1,6110696,68056
177,CARMEL VALLEY MIDDLE,SAN DIEGUITO UNION HIGH,1,6117352,68346
178,CARRILLO ELEMENTARY,SAN MARCOS UNIFIED,1,6116206,73791
179,CARSON ELEMENTARY,SAN DIEGO UNIFIED,1,6039341,68338
180,CARVER ELEMENTARY,SAN DIEGO UNIFIED,1,6039358,68338
181,CASA DE FAMILIA,,0,,
182,CASA DE ORO ELEMENTARY,LA MESA-SPRING VALLEY,1,6038434,68197
183,CASA DE ORO LIBRARY,,0,,
184,CASA DE SALUD,,0,,
185,CASA DE SALUD YOUTH CENTER,,0,,
186,CASILLAS (JOSEPH) ELEMENTARY,CHULA VISTA ELEMENTARY,1,6115646,68023
187,CASITA CENTER FOR SCIENCE/MATH/TECHNOLOGY,VISTA UNIFIED,1,6069124,68452
188,CASTLE PARK ELEMENTARY,CHULA VISTA ELEMENTARY,1,6037824,68023
189,CASTLE PARK MIDDLE,SWEETWATER UNION HIGH,1,6059752,68411
190,CASTLE PARK SENIOR HIGH,SWEETWATER UNION HIGH,1,3730801,68411
191,CENTER FOR POSITIVE CHANGES,,0,,
192,CENTER FOR POSITIVE CHANGES 5,,0,,
193,CENTER FOR POSITIVE CHANGES II,,0,,
194,CENTER FOR POSITIVE CHANGES III-ANNEX,,0,,
195,CENTRAL BRANCH LIBRARY,,0,,
196,CENTRAL ELEMENTARY,SOUTH BAY UNION,1,6040471,68395
197,CENTRAL ELEMENTARY,NATIONAL ELEMENTARY,1,6038731,68221
198,CENTRAL ELEMENTARY,SAN DIEGO UNIFIED,1,6039366,68338
199,CENTRAL ELEMENTARY,ESCONDIDO UNION,1,6038178,68098
200,CENTRAL LIBRARY,,0,,
201,CENTRAL PRESCHOOL,,1,,
202,CESAR CHAVEZ COMMUNITY CENTER,,0,,
203,CESAR CHAVEZ MIDDLE,OCEANSIDE UNIFIED,1,113522,73569
204,CHALLENGER MIDDLE,SAN DIEGO UNIFIED,1,6107056,68338
205,CHAPARRAL ELEMENTARY,POWAY UNIFIED,1,6097216,68296
206,CHAPARRAL HIGH,GROSSMONT UNION HIGH,1,3732559,68130
207,CHARTER SCHOOL OF SAN DIEGO,SAN DIEGO UNIFIED,1,3730959,68338
208,CHASE AVENUE ELEMENTARY,CAJON VALLEY UNION,1,6037592,67991
209,CHAVEZ ELEMENTARY,SAN DIEGO UNIFIED,1,6114300,68338
210,CHEROKEE POINT ELEMENTARY,SAN DIEGO UNIFIED,1,108282,68338
211,CHESTERTON CYP,,0,,
212,CHESTERTON ELEMENTARY,SAN DIEGO UNIFIED,1,6039374,68338
213,CHET F. HARRITT ELEMENTARY,SANTEE,1,6040364,68361
214,CHILDREN'S WORKSHOP,,0,,
215,CHINA LAKE YOUTH CENTER,,0,,
216,CHOICE COMMUNITY SCHOOL,,1,,
217,CHOLLAS LAKE PARK & RECREATION CENTER,,0,,
218,CHOLLAS MEAD ELEMENTARY-PRIMETIME,,0,,
219,CHOLLAS VIEW UNITED METHODIST CHURCH,,0,,
220,CHOLLAS/MEAD ELEMENTARY,SAN DIEGO UNIFIED,1,6039382,68338
221,CHRISTA MCAULIFFE ELEMENTARY,OCEANSIDE UNIFIED,1,6108211,73569
222,CHRISTIAN CHURCH PRESCHOOL OF LEMON GROVE,,0,,
223,CHULA VISTA ADULT,SWEETWATER UNION HIGH,1,,
224,CHULA VISTA COMMUNITY,,1,,
225,CHULA VISTA HILLS ELEMENTARY,CHULA VISTA ELEMENTARY,1,6107775,68023
226,CHULA VISTA LEARNING COMMUNITY CHARTER,CHULA VISTA ELEMENTARY,1,6115778,68023
227,CHULA VISTA MIDDLE,SWEETWATER UNION HIGH,1,6059760,68411
228,CHULA VISTA PRESBYTERIAN PRESCHOOL,,0,,
229,CHULA VISTA SENIOR HIGH,SWEETWATER UNION HIGH,1,3731064,68411
230,CHULA VISTA SITE,,,,
231,CIRCLE OF FRIENDS,,,,
232,CIRCLE OF FRIENDS II,,,,
233,CITRONICA ONE APARTMENTS,,0,,
234,CITY HEIGHTS BRANCH LIBRARY,,0,,
235,CITY HEIGHTS COMMUNITY DEVELOPMENT CORP.,,0,,
236,CITY HEIGHTS PREPARATORY CHARTER,SAN DIEGO UNIFIED,1,124347,68338
237,CITY HEIGHTS REC CENTER,,0,,
238,CITY OF CHULA VISTA CIVIC CENTER LIBRARY,,0,,
239,CITY OF CHULA VISTA SOUTH CV LIBRARY,,0,,
240,CITY OF OCEANSIDE LIBRARY,,0,,
241,CLAIR W. BURGENER ACADEMY,,1,,
242,CLAIREMONT BRANCH,,0,,
243,CLAIREMONT HIGH,SAN DIEGO UNIFIED,1,3731213,68338
244,CLARK MIDDLE,SAN DIEGO UNIFIED,1,6114060,68338
245,CLASSICAL ACADEMY,ESCONDIDO UNION,1,6116776,68098
246,CLASSICAL ACADEMY HIGH,ESCONDIDO UNION HIGH,1,111195,68106
247,CLASSICAL ACADEMY VISTA,SAN DIEGO COUNTY OFFICE OF EDUCATION,1,138404,10371
248,CLAY ELEMENTARY,SAN DIEGO UNIFIED,1,6039390,68338
249,CLEAR VIEW,CHULA VISTA ELEMENTARY,1,6109771,68023
250,CLOVER FLAT ELEMENTARY,MOUNTAIN EMPIRE UNIFIED,1,6085054,68213
251,COASTAL ACADEMY,OCEANSIDE UNIFIED,1,101071,73569
252,COASTAL ACADEMY CHARTER,OCEANSIDE UNIFIED,1,136267,73569
253,COL. SALOMON CDC,,0,,
254,COLEMAN TECH CHARTER HIGH,SAN DIEGO UNIFIED,1,122788,68338
255,COLINA DEL SOL PARK & REC,,0,,
256,COLLEGE PREPARATORY MIDDLE,MOUNTAIN EMPIRE UNIFIED,1,121582,68213
257,COLLEGE PREPARATORY MIDDLE - EAST COUNTY,MOUNTAIN EMPIRE UNIFIED,1,121582,68213
258,COLLEGE PREPARATORY MIDDLE - LA MESA SPRING VALLEY,SBE - COLLEGE PREPARATORY MIDDLE - LA MESA SPRING VALLEY,1,137356,77164
259,COLLEGE-ROLANDO BRANCH LIBRARY,,0,,
260,COMMUNITY CONGREGATIONAL PRESCHOOL,,0,,
261,COMMUNITY DAY SCHOOL,,1,,
262,COMMUNITY MONTESSORI,SAN DIEGO COUNTY OFFICE OF EDUCATION,1,137695,10371
263,COMMUNITY MONTESSORI CHARTER,DEHESA ELEMENTARY,1,127167,68049
264,COMMUNITY YOUTH ATHLETICS CENTER,,0,,
265,COMPASS CHARTER SCHOOLS OF SAN DIEGO,MOUNTAIN EMPIRE UNIFIED,1,127084,68213
266,CONRAD PREBYS ESCONDIDO,,0,,
267,CONWAY ELEMENTARY,ESCONDIDO UNION,1,6038186,68098
268,CONWAY PRESCHOOL,ESCONDIDO UNION,1,,
269,COOK (HAZEL GOES) ELEMENTARY,CHULA VISTA ELEMENTARY,1,6037881,68023
270,COOK EDUCATION CENTER,,1,,
271,COPLEY YMCA,,0,,
272,CORONADO HIGH,CORONADO UNIFIED,1,3731478,68031
273,CORONADO MIDDLE,CORONADO UNIFIED,1,6059570,68031
274,CORONADO PATHWAYS CHARTER,CORONADO UNIFIED,1,126110,68031
275,CORONADO TERRACE APARTMENTS,,0,,
276,CORONADO UNIFIED SPECIAL EDUCATION PRE-K,CORONADO UNIFIED,1,,
277,CORONADO VILLAGE ELEMENTARY,CORONADO UNIFIED,1,6038053,68031
278,CORREIA MIDDLE,SAN DIEGO UNIFIED,1,6059596,68338
279,COTTONWOOD COMMUNITY DAY,MOUNTAIN EMPIRE UNIFIED,1,3731080,68213
280,COUNTY COLLABORATIVE CHARTER,MOUNTAIN EMPIRE UNIFIED,1,129668,68213
281,CRAWFORD HIGH,SAN DIEGO UNIFIED,1,107177,68338
282,CREATIVE PERFORMING AND MEDIA ARTS,SAN DIEGO UNIFIED,1,3731551,68338
283,CREEKSIDE EARLY LEARNING CENTER,ALPINE UNION ELEMENTARY,1,6118723,67967
284,CREEKSIDE ELEMENTARY,POWAY UNIFIED,1,6117469,68296
285,CREST ELEMENTARY,CAJON VALLEY UNION,1,6037600,67991
286,CROWN HEIGHTS RESOURCE CENTER,,0,,
287,CROWN POINT ELEMENTARY,SAN DIEGO UNIFIED,1,6039424,68338
288,CTEC INDEPENDENT STUDY,,0,,
289,CUBBERLEY ELEMENTARY,SAN DIEGO UNIFIED,1,6039432,68338
290,CURIE ELEMENTARY,SAN DIEGO UNIFIED,1,6039440,68338
291,CUYAMACHA PREP COMMUNITY SCHOOL,,1,,
292,DAILARD ELEMENTARY,SAN DIEGO UNIFIED,1,6096879,68338
293,DANA,SAN DIEGO UNIFIED,1,6059604,68338
294,DARNALL CHARTER,SAN DIEGO UNIFIED,1,6039457,68338
295,DAVILA DAY,SAN DIEGO COUNTY OFFICE OF EDUCATION,1,120485,10371
296,DE PORTOLA MIDDLE,SAN DIEGO UNIFIED,1,6106181,68338
297,DEER CANYON ELEMENTARY,POWAY UNIFIED,1,6109300,68296
298,DEHESA CHARTER,DEHESA ELEMENTARY,1,6119564,68049
299,DEHESA ELEMENTARY,DEHESA ELEMENTARY,1,6038095,68049
300,DEL DIOS ACADEMY OF ARTS AND SCIENCES,ESCONDIDO UNION,1,6038194,68098
301,DEL DIOS X-TRACK,,0,,
302,DEL LAGO ACADEMY - CAMPUS OF APPLIED SCIENCE,ESCONDIDO UNION HIGH,1,127241,68106
303,DEL MAR HEIGHTS ELEMENTARY,DEL MAR UNION ELEMENTARY,1,6038111,68056
304,DEL MAR HILLS ELEMENTARY,DEL MAR UNION ELEMENTARY,1,6088983,68056
305,DEL NORTE HIGH,POWAY UNIFIED,1,118935,68296
306,DEL RIO ELEMENTARY,OCEANSIDE UNIFIED,1,6088991,73569
307,DEL SUR ELEMENTARY,POWAY UNIFIED,1,116475,68296
308,DESCANSO ELEMENTARY,MOUNTAIN EMPIRE UNIFIED,1,6038699,68213
309,DESIGN 39 CAMPUS,POWAY UNIFIED,1,129056,68296
310,DEWEY CDC,SAN DIEGO UNIFIED,1,,
311,DEWEY ELEMENTARY,SAN DIEGO UNIFIED,1,6039481,68338
312,DIEGO HILLS CENTRAL PUBLIC CHARTER,DEHESA ELEMENTARY,1,136614,68049
313,DIEGO HILLS CHARTER,DEHESA ELEMENTARY,1,119990,68049
314,DIEGO SPRINGS ACADEMY,BORREGO SPRINGS UNIFIED,1,131144,67983
315,DIEGO VALLEY CHARTER,JULIAN UNION ELEMENTARY,1,124271,68163
316,DIEGO VALLEY EAST PUBLIC CHARTER,JULIAN UNION ELEMENTARY,1,137109,68163
317,DIEGUENO MIDDLE,SAN DIEGUITO UNION HIGH,1,6104749,68346
318,DIMENSIONS COLLABORATIVE,SAN DIEGO COUNTY OFFICE OF EDUCATION,1,137752,10371
319,DINGEMAN ELEMENTARY,SAN DIEGO UNIFIED,1,6112726,68338
320,DISCOVERY CHARTER,CHULA VISTA ELEMENTARY,1,6111322,68023
321,DISCOVERY ELEMENTARY,SAN MARCOS UNIFIED,1,6114169,73791
322,DISTRICT OFFICE,POWAY UNIFIED,0,0,68296
323,DISTRICT OFFICE,SWEETWATER UNION HIGH,0,0,68411
324,DISTRICT OFFICE,LEMON GROVE,0,0,68205
325,DISTRICT OFFICE,LA MESA-SPRING VALLEY,0,0,68197
326,DISTRICT OFFICE,DEHESA ELEMENTARY,0,0,68049
327,DITMAR ELEMENTARY,OCEANSIDE UNIFIED,1,,
328,DOUBLE PEAK,SAN MARCOS UNIFIED,1,131433,73791
329,DOYLE ELEMENTARY,SAN DIEGO UNIFIED,1,6099055,68338
330,E. G. GARRISON ELEMENTARY,OCEANSIDE UNIFIED,1,6069108,73569
331,E3 CIVIC HIGH,SAN DIEGO UNIFIED,1,127647,68338
332,EARL WARREN MIDDLE,SAN DIEGUITO UNION HIGH,1,6061998,68346
333,EAST COUNTY COMMUNITY CENTER SPRING VALLEY,,0,,
334,EAST COUNTY COMMUNITY SCHOOL,,1,,
335,EAST HILLS ACADEMY,SWEETWATER UNION HIGH,1,115873,68411
336,EAST MESA JUVENILE DETENTION FACILITY,,0,,
337,EAST VILLAGE HIGH,SAN DIEGO UNIFIED,1,118315,68338
338,EASTLAKE ELEMENTARY,CHULA VISTA ELEMENTARY,1,6108492,68023
339,EASTLAKE HIGH,SWEETWATER UNION HIGH,1,3730843,68411
340,EASTLAKE MIDDLE,SWEETWATER UNION HIGH,1,6120968,68411
341,ECDC/CROWN PRESCHOOL,CORONADO UNIFIED,1,,
342,EDISON ELEMENTARY,SAN DIEGO UNIFIED,1,6039499,68338
343,EJE ELEMENTARY ACADEMY CHARTER,CAJON VALLEY UNION,1,108563,67991
